#TAK ADSB IDs RUSSIA Military
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"155333","a-h-A-M-F-C-H","RA-86835","IL-76M","RUS AF"
"155335","a-h-A-M-F-C-H","RF-86837","IL-76M","RUS AF"
"155337","a-h-A-M-F-C-H","RA-86839","IL-76M","RUS AF"
"15533a","a-h-A-M-F-C-H","RA-86842","IL-76M","RUS AF"
"15533b","a-h-A-M-F-C-H","RA-86843","IL-76M","RUS AF"
"155340","a-h-A-M-F-C-H","RA-86848","IL-76M","RUS AF"
"155341","a-h-A-M-F-C-H","RA-86849","IL-76M","RUS AF"
"155342","a-h-A-M-F-C-H","RA-86850","IL-76M","RUS AF"
"155343","a-h-A-M-F-C-H","RA-86851","IL-76M","RUS AF"
"155349","a-h-A-M-F-C-H","RA-86857","IL-76M","RUS AF"
"15534f","a-h-A-M-F-C-H","RA-86863","IL-76M","RUS AF"
"155352","a-h-A-M-F-C-H","RA-86866","IL-76M","RUS AF"
"155353","a-h-A-M-F-C-H","RA-86867","IL-76M","RUS AF"
"155356","a-h-A-M-F-C-H","RF-86870","IL-76M","RUS AF"
"155357","a-h-A-M-F-C-H","RA-86871","IL-76MD","RUS AF"
"155359","a-h-A-M-F-C-H","RA-86873","IL-76M","RUS AF"
"15535a","a-h-A-M-F-C-H","RF-86874","IL-76M","RUS AF"
"15535b","a-h-A-M-F-C-H","RA-86875","IL-76M","RUS AF"
"15535d","a-h-A-M-F-C-H","RA-86877","IL-76M","RUS AF"
"155371","a-h-A-M-F-C-H","RA-86897","IL-76MD","RUS AF"
"155372","a-h-A-M-F-C-H","RF-86898","IL-76MD","RUS AF"
"155375","a-h-A-M-F-C-H","RA-86901","IL-76MD","RUS AF"
"155376","a-h-A-M-F-C-H","RF-86902","IL-76MD","RUS AF"
"15537a","a-h-A-M-F-C-H","RA-86906","IL-76MD","RUS AF"
"15537b","a-h-A-M-F-C-H","RF-86907","IL-76MD","RUS AF"
"15537c","a-h-A-M-F-C-H","RA-86908","IL-76MD","RUS AF"
"15537e","a-h-A-M-F-C-H","RA-86910","IL-76MD","RUS AF"
"156ee6","a-h-A-M-F-C-H","RA-93926","Tu-134B3","RUS AF"
"157766","a-h-A-M-F-D","RA-96102","IL-96-400-VVIP","RUS AF"
"194e97","a-h-A-M-F-U-H","RF-85655","Tu-154M","RUS AF"
"1d3343","a-h-A-M-F-C-H","RF-78659","IL-76MD-90A","RUS AF"
"1d33f5","a-h-A-M-F-C-H","RA-78837","IL-76MD","RUS AF"
"456789","a-h-A-M-H-H","RF-19699","Ka-27PS","RUS N"
