#TAK ADSB IDs USAF TANKERS
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator","icontype"

"ae5f96","a-f-A-M-F-K","18-46043","KC-46A","USAF",""
"ae5f97","a-f-A-M-F-K","18-46044","KC-46A","USAF",""
"ae5f98","a-f-A-M-F-K","18-46045","KC-46A","USAF",""
"ae5f99","a-f-A-M-F-K","18-46046","KC-46A","USAF",""
"ae5f9a","a-f-A-M-F-K","18-46047","KC-46A","USAF",""
"ae5f9b","a-f-A-M-F-K","18-46048","KC-46A","USAF",""
"ae5f9c","a-f-A-M-F-K","18-46049","KC-46A","USAF",""
"ae5f9d","a-f-A-M-F-K","18-46050","KC-46A","USAF",""
"ae5f9e","a-f-A-M-F-K","18-46051","KC-46A","USAF",""
"ae5fa0","a-f-A-M-F-K","18-46053","KC-46A","USAF",""
"ae5fa1","a-f-A-M-F-K","18-46054","KC-46A","USAF",""
"ae5fa2","a-f-A-M-F-K","18-46055","KC-46A","USAF",""
"ae5fa4","a-f-A-M-F-K","19-46057","KC-46A","USAF",""
"ae5fa5","a-f-A-M-F-K","19-46058","KC-46A","USAF",""
"ae5fa6","a-f-A-M-F-K","19-46059","KC-46A","USAF",""
"ae5fa7","a-f-A-M-F-K","19-46060","KC-46A","USAF",""
"ae5fa8","a-f-A-M-F-K","19-46061","KC-46A","USAF",""
"ae5fa9","a-f-A-M-F-K","19-46062","KC-46A","USAF",""
"ae5faa","a-f-A-M-F-K","19-46063","KC-46A","USAF",""
"ae5fab","a-f-A-M-F-K","19-46064","KC-46A","USAF",""
"ae5fad","a-f-A-M-F-K","15-46066","KC-46A","USAF",""
"ae5fae","a-f-A-M-F-K","15-46067","KC-46A","USAF",""
"ae5faf","a-f-A-M-F-K","19-46068","KC-46A","USAF",""
"ae63b1","a-f-A-M-F-K","19-46069","KC-46A","USAF",""
"ae63b2","a-f-A-M-F-K","15-46070","KC-46A","USAF",""
"ae63b3","a-f-A-M-F-K","19-46071","KC-46A","USAF",""
"ae63b4","a-f-A-M-F-K","20-46072","KC-46A","USAF",""
"ae63b8","a-f-A-M-F-K","20-46076","KC-46A","USAF",""
"ae63b9","a-f-A-M-F-K","20-46077","KC-46A","USAF",""
"ae63c1","a-f-A-M-F-K","21-46085","KC-46A","USAF",""
"ae63c5","a-f-A-M-F-K","21-46089","KC-46A","USAF",""
"ae6a6d","a-f-A-M-F-K","79-1711","KC-10A","USAF",""
