#TAK ADSB IDs USAF TRAINERS
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"ae13ef","a-f-A-M-F-T","05-3760","T-6A","USAF #trainer"
"ae13f0","a-f-A-M-F-T","05-3761","T-6","USAF #trainer"
"ae13f4","a-f-A-M-F-T","05-3765","T-6","USAF #trainer"
"ae13f5","a-f-A-M-F-T","05-3766","T-6","USAF #trainer"
"ae13f6","a-f-A-M-F-T","05-3767","T-6A","USAF #trainer"
"ae13f7","a-f-A-M-F-T","05-3768","T-6A","USAF #trainer"
"ae13f9","a-f-A-M-F-T","05-3770","T-6A","USAF #trainer"
"ae13fa","a-f-A-M-F-T","05-3771","T-6","USAF #trainer"
"ae13fd","a-f-A-M-F-T","05-3774","T-6A","USAF #trainer"
"ae1402","a-f-A-M-F-T","05-3779","T-6A","USAF #trainer"
"ae1402","a-f-A-M-F-T","05-3779","T-6A","USAF #trainer"
"ae1403","a-f-A-M-F-T","05-3780","T-6","USAF #trainer"
"ae1405","a-f-A-M-F-T","05-3782","T-6A","USAF #trainer"
"ae1408","a-f-A-M-F-T","05-3785","T-6A","USAF #trainer"
"ae140c","a-f-A-M-F-T","05-3789","T-6","USAF #trainer"
"ae140f","a-f-A-M-F-T","05-3792","T-6A","USAF #trainer"
"ae1412","a-f-A-M-F-T","05-3795","T-6A","USAF #trainer"
"ae1417","a-f-A-M-F-T","05-3800","T-6A","USAF #trainer"
"ae1418","a-f-A-M-F-T","05-3801","T-6A","USAF #trainer"
"ae1419","a-f-A-M-F-T","05-3802","T-6A","USAF #trainer"
"ae1419","a-f-A-M-F-T","05-3802","T-6A","USAF #trainer"
"ae141b","a-f-A-M-F-T","05-3804","T-6A","USAF #trainer"
"ae141d","a-f-A-M-F-T","05-3806","T-6A","USAF #trainer"
"ae141e","a-f-A-M-F-T","05-3807","T-6A","USAF #trainer"
"ae141e","a-f-A-M-F-T","05-3807","T-6A","USAF #trainer"
"ae1420","a-f-A-M-F-T","05-3809","T-6A","USAF #trainer"
"ae1421","a-f-A-M-F-T","05-3810","T-6A","USAF #trainer"
"ae1424","a-f-A-M-F-T","05-6207","T-6","USAF #trainer"
"ae1425","a-f-A-M-F-T","05-6208","T-6","USAF #trainer"
"ae149e","a-f-A-M-F-T","160842","T-44A","USAF #trainer"
"ae14d5","a-f-A-M-F-T","63-8241","T-38C","USAF #trainer"
"ae1720","a-f-A-M-F-T","06-3814","T-6A","USAF #trainer"
"ae1721","a-f-A-M-F-T","06-3815","T-6A","USAF #trainer"
"ae1722","a-f-A-M-F-T","06-3816","T-6A","USAF #trainer"
"ae1725","a-f-A-M-F-T","06-3819","T-6A","USAF #trainer"
"ae1728","a-f-A-M-F-T","06-3822","T-6","USAF #trainer"
"ae172a","a-f-A-M-F-T","06-3824","T-6","USAF #trainer"
"ae172c","a-f-A-M-F-T","06-3826","T-6A","USAF #trainer"
"ae172d","a-f-A-M-F-T","06-3827","T-6A","USAF #trainer"
"ae172e","a-f-A-M-F-T","06-3828","T-6A","USAF #trainer"
"ae1730","a-f-A-M-F-T","06-3830","T-6","USAF #trainer"
"ae1731","a-f-A-M-F-T","06-3831","T-6C","USAF #trainer"
"ae1732","a-f-A-M-F-T","06-3832","T-6A","USAF #trainer"
"ae1733","a-f-A-M-F-T","06-3833","T-6A","USAF #trainer"
"ae1737","a-f-A-M-F-T","06-3837","T-6A","USAF #trainer"
"ae1739","a-f-A-M-F-T","06-3839","T-6","USAF #trainer"
"ae173b","a-f-A-M-F-T","06-3841","T-6A","USAF #trainer"
"ae173d","a-f-A-M-F-T","06-3843","T-6A","USAF #trainer"
"ae1742","a-f-A-M-F-T","06-3848","T-6","USAF #trainer"
"ae1743","a-f-A-M-F-T","06-3849","T-6A","USAF #trainer"
"ae1746","a-f-A-M-F-T","06-3852","T-6A","USAF #trainer"
"ae1747","a-f-A-M-F-T","06-3853","T-6A","USAF #trainer"
"ae1748","a-f-A-M-F-T","06-3854","T-6A","USAF #trainer"
"ae1749","a-f-A-M-F-T","06-3855","T-6A","USAF #trainer"
"ae174a","a-f-A-M-F-T","06-3856","T-6","USAF #trainer"
"ae174c","a-f-A-M-F-T","06-3858","T-6A","USAF #trainer"
"ae174e","a-f-A-M-F-T","06-3860","T-6A","USAF #trainer"
"ae1897","a-f-A-M-F-T","63-8118","T-38","USAF #trainer"
"ae1e44","a-f-A-M-F-T","07-3868","T-6A","USAF #trainer"
"ae1e45","a-f-A-M-F-T","07-3869","T-6A","USAF #trainer"
"ae1e47","a-f-A-M-F-T","07-3871","T-6","USAF #trainer"
"ae1e48","a-f-A-M-F-T","07-3872","T-6A","USAF #trainer"
"ae1e4b","a-f-A-M-F-T","07-3875","T-6","USAF #trainer"
"ae1e4c","a-f-A-M-F-T","07-3876","T-6","USAF #trainer"
"ae1e4d","a-f-A-M-F-T","07-3877","T-6A","USAF #trainer"
"ae1e56","a-f-A-M-F-T","07-3886","T-6","USAF #trainer"
"ae1e58","a-f-A-M-F-T","07-3888","T-6","USAF #trainer"
"ae1e59","a-f-A-M-F-T","07-3889","T-6A","USAF #trainer"
"ae1e5b","a-f-A-M-F-T","07-3891","T-6","USAF #trainer"
"ae1e5c","a-f-A-M-F-T","07-3892","T-6A","USAF #trainer"
"ae1e5e","a-f-A-M-F-T","07-3894","T-6A","USAF #trainer"
"ae1e60","a-f-A-M-F-T","07-3896","T-6","USAF #trainer"
"ae1e62","a-f-A-M-F-T","07-3898","T-6","USAF #trainer"
"ae1e65","a-f-A-M-F-T","07-3901","T-6","USAF #trainer"
"ae1e68","a-f-A-M-F-T","07-3904","T-6A","USAF #trainer"
"ae1e89","a-f-A-M-F-T","08-3908","T-6A","USAF #trainer"
"ae1e8d","a-f-A-M-F-T","08-3912","T-6A","USAF #trainer"
"ae1e8e","a-f-A-M-F-T","08-3913","T-6A","USAF #trainer"
"ae1e93","a-f-A-M-F-T","08-3918","T-6A","USAF #trainer"
"ae1e94","a-f-A-M-F-T","08-3919","T-6A","USAF #trainer"
"ae1e95","a-f-A-M-F-T","08-3920","T-6A","USAF #trainer"
"ae1e97","a-f-A-M-F-T","08-3922","T-6A","USAF #trainer"
"ae1e98","a-f-A-M-F-T","08-3923","T-6A","USAF #trainer"
"ae1e9b","a-f-A-M-F-T","08-3926","T-6A","USAF #trainer"
"ae1e9c","a-f-A-M-F-T","08-3927","T-6","USAF #trainer"
"ae1e9f","a-f-A-M-F-T","08-3930","T-6","USAF #trainer"
"ae1ea0","a-f-A-M-F-T","08-3931","T-6A","USAF #trainer"
"ae1ea1","a-f-A-M-F-T","08-3932","T-6","USAF #trainer"
"ae1ea2","a-f-A-M-F-T","08-3933","T-6A","USAF #trainer"
"ae1ea3","a-f-A-M-F-T","08-3934","T-6A","USAF #trainer"
"ae1ea5","a-f-A-M-F-T","08-3936","T-6","USAF #trainer"
"ae1ea6","a-f-A-M-F-T","08-3937","T-6","USAF #trainer"
"ae1ea7","a-f-A-M-F-T","08-3938","T-6A","USAF #trainer"
"ae1ea8","a-f-A-M-F-T","08-3939","T-6C","USAF #trainer"
"ae1eaa","a-f-A-M-F-T","08-3941","T-6","USAF #trainer"
"ae1eab","a-f-A-M-F-T","08-3942","T-6C","USAF #trainer"
"ae1ead","a-f-A-M-F-T","08-3944","T-6","USAF #trainer"
"ae54e7","a-f-A-M-F-T","16-6213","T-6","USAF #trainer"
"ae54e9","a-f-A-M-F-T","16-6215","T-6","USAF #trainer"
"ae60f4","a-f-A-M-F-T","16-1846","T-34T","USAF #trainer"
"ae63d2","a-f-A-M-F-T","65-10324","T-38A","USAF #trainer"
"ae63d4","a-f-A-M-F-T","65-10418","T-38","USAF #trainer"
"ae63dd","a-f-A-M-F-T","64-13217","T-38","USAF #trainer"
"ae63de","a-f-A-M-F-T","64-13240","T-38","USAF #trainer"
"ae63df","a-f-A-M-F-T","64-13247","T-38A","USAF #trainer"
"ae63e1","a-f-A-M-F-T","64-13285","T-38","USAF #trainer"
"ae63e6","a-f-A-M-F-T","65-10429","T-38A","USAF #trainer"
"ae63e7","a-f-A-M-F-T","66-4332","T-38A","USAF #trainer"
"ae63e8","a-f-A-M-F-T","62-03702","T-38","USAF #trainer"
"ae63e9","a-f-A-M-F-T","63-08133","T-38","USAF #trainer"
"ae63ea","a-f-A-M-F-T","63-8163","T-38A","USAF #trainer"
"ae63eb","a-f-A-M-F-T","63-08218","T-38","USAF #trainer"
"ae63ec","a-f-A-M-F-T","63-08229","T-38","USAF #trainer"
"ae63ee","a-f-A-M-F-T","67-14939","T-38","USAF #trainer"
"ae63f1","a-f-A-M-F-T","63-08131","T-38","USAF #trainer"
"ae63f2","a-f-A-M-F-T","64-13176","T-38","USAF #trainer"
"ae63f4","a-f-A-M-F-T","68-08154","T-38","USAF #trainer"
"ae63f8","a-f-A-M-F-T","66-8404","T-38A","USAF #trainer"
"ae6404","a-f-A-M-F-T","60-00582","T-38","USAF #trainer"
