#TAK ADSB IDs US NAVY
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator","icontype"

"ae4fa8","a-f-A-M-H-S","168088","MH-60R","USN",""
"ae4fa9","a-f-A-M-H-S","168089","MH-60R","USN",""
"ae4fab","a-f-A-M-H-S","168091","MH-60R","USN",""
"ae4fac","a-f-A-M-H-S","168092","MH-60R","USN",""
"ae4fad","a-f-A-M-H-S","168093","MH-60R","USN",""
"ae4fae","a-f-A-M-H-S","168094","MH-60R","USN",""
"ae4faf","a-f-A-M-H-S","168095","MH-60R","USN",""
"ae4fb0","a-f-A-M-H-S","168096","MH-60R","USN",""
"ae4fb6","a-f-A-M-H-S","168102","MH-60R","USN",""
"ae4fb8","a-f-A-M-H-S","168104","MH-60R","USN",""
"ae4fba","a-f-A-M-H-S","168106","MH-60R","USN",""
"ae4fbc","a-f-A-M-H-S","168108","MH-60R","USN",""
"ae4fbe","a-f-A-M-H-S","168110","MH-60R","USN",""
"ae4fc1","a-f-A-M-H-S","168113","MH-60R","USN",""
"ae4fc3","a-f-A-M-H-S","168115","MH-60R","USN",""
"ae4fc5","a-f-A-M-H-S","168117","MH-60R","USN",""
"ae4fca","a-f-A-M-H-S","168122","MH-60R","USN",""
"ae4fcb","a-f-A-M-H-S","168123","MH-60R","USN",""
"ae4fcd","a-f-A-M-H-S","168125","MH-60R","USN",""
"ae4fcf","a-f-A-M-H-S","168127","MH-60R","USN",""
"ae4fd0","a-f-A-M-H-S","168128","MH-60R","USN",""
"ae4fd0","a-f-A-M-H-S","168128","MH-60R","USN",""
"ae4fd3","a-f-A-M-H-S","168131","MH-60R","USN",""
"ae4fd5","a-f-A-M-H-S","168133","MH-60R","USN",""
"ae4fd6","a-f-A-M-H-S","168134","MH-60R","USN",""
"ae4fd7","a-f-A-M-H-S","168135","MH-60R","USN",""
"ae4fd9","a-f-A-M-H-S","168137","MH-60R","USN",""
"ae4fda","a-f-A-M-H-S","168138","MH-60R","USN",""
"ae4fdc","a-f-A-M-H-S","168140","MH-60R","USN",""
"ae4fe1","a-f-A-M-H-S","168145","MH-60R","USN",""
"ae4fe2","a-f-A-M-H-S","168146","MH-60R","USN",""
"ae4fe3","a-f-A-M-H-S","168147","MH-60R","USN",""
"ae4fe4","a-f-A-M-H-S","168148","MH-60R","USN",""
"ae4fe5","a-f-A-M-H-S","168149","MH-60R","USN",""
"ae4fe8","a-f-A-M-H-S","168152","MH-60R","USN",""
"ae4fe9","a-f-A-M-H-S","168153","MH-60R","USN",""
"ae4fee","a-f-A-M-H-S","168158","MH-60R","USN",""
"ae4fee","a-f-A-M-H-S","168158","MH-60R","USN",""
"ae4fef","a-f-A-M-H-S","168159","MH-60R","USN",""
"ae4ff0","a-f-A-M-H-S","168160","MH-60R","USN",""
"ae4ff2","a-f-A-M-H-S","168162","MH-60R","USN",""
"ae4ff3","a-f-A-M-H-S","168163","MH-60R","USN",""
"ae4ff4","a-f-A-M-H-S","168164","MH-60R","USN",""
"ae4ff5","a-f-A-M-H-S","168165","MH-60R","USN",""
"ae4ff8","a-f-A-M-H-S","168168","MH-60R","USN",""
"ae4ffa","a-f-A-M-H-S","168170","MH-60R","USN",""
"ae4ffb","a-f-A-M-H-S","168171","MH-60R","USN",""
"ae4ffc","a-f-A-M-H-S","168172","MH-60R","USN",""
"ae5000","a-f-A-M-H-S","168176","MH-60R","USN",""
"ae53bc","a-f-A-M-F-F","168886","F/A-18E","USN",""
"ae54da","a-f-A-M-F-T","166200","T-6","USN #trainer",""
"ae54dd","a-f-A-M-F-T","166203","T-6C","USN #trainer",""
"ae54eb","a-f-A-M-F-T","166217","T-6","USN #trainer",""
"ae54ec","a-f-A-M-F-T","166218","T-6","USN #trainer",""
"ae54ef","a-f-A-M-F-T","166221","T-6","USN #trainer",""
"ae54f1","a-f-A-M-F-T","166223","T-6","USN #trainer",""
"ae54f4","a-f-A-M-F-T","166226","T-6","USN #trainer",""
"ae54f7","a-f-A-M-F-T","166229","T-6","USN #trainer",""
"ae54f8","a-f-A-M-F-T","166230","T-6","USN #trainer",""
"ae54fa","a-f-A-M-F-T","166232","T-6B","USN #trainer",""
"ae5718","a-f-A-M-F-U-M","168980","C-40A","USN",""
"ae5719","a-f-A-M-F-U-M","168981","C-40A","USN",""
"ae571a","a-f-A-M-F-U-M","169036","C-40A","USN",""
"ae57b6","a-f-A-M-F-P","168850","P-8A","USN",""
"ae57b8","a-f-A-M-F-P","168852","P-8A","USN",""
"ae57c0","a-f-A-M-F-P","168860","P-8A","USN",""
"ae57c2","a-f-A-M-F-P","168997","P-8A","USN",""
"ae57c6","a-f-A-M-F-P","169001","P-8A","USN",""
"ae57c8","a-f-A-M-F-P","16-9003","P-8","USN",""
"ae57cb","a-f-A-M-F-P","169006","P-8A","USN",""
"ae57ce","a-f-A-M-F-P","169009","P-8A","USN",""
"ae57cf","a-f-A-M-F-P","169010","P-8A","USN",""
"ae57d0","a-f-A-M-F-P","169011","P-8A","USN",""
"ae58de","a-f-A-M-F-T","166233","T-6","USN #trainer",""
"ae58df","a-f-A-M-F-T","166234","T-6B","USN #trainer",""
"ae58e0","a-f-A-M-F-T","166235","T-6B","USN #trainer",""
"ae58e1","a-f-A-M-F-T","166236","T-6B","USN #trainer",""
"ae58e3","a-f-A-M-F-T","166238","T-6","USN #trainer",""
"ae58e4","a-f-A-M-F-T","166239","T-6B","USN #trainer",""
"ae58e5","a-f-A-M-F-T","166240","T-6","USN #trainer",""
"ae58e6","a-f-A-M-F-T","166241","T-6B","USN #trainer",""
"ae58e7","a-f-A-M-F-T","166242","T-6","USN #trainer",""
"ae58e8","a-f-A-M-F-T","166243","T-6","USN #trainer",""
"ae58eb","a-f-A-M-F-T","166246","T-6C","USN #trainer",""
"ae58ec","a-f-A-M-F-T","166247","T-6B","USN #trainer",""
"ae58ed","a-f-A-M-F-T","166248","T-6B","USN #trainer",""
"ae58ee","a-f-A-M-F-T","166249","T-6B","USN #trainer",""
"ae58ef","a-f-A-M-F-T","166250","T-6","USN #trainer",""
"ae58f0","a-f-A-M-F-T","166251","T-6B","USN #trainer",""
"ae58f1","a-f-A-M-F-T","166252","T-6","USN #trainer",""
"ae58f3","a-f-A-M-F-T","166254","T-6","USN #trainer",""
"ae58f4","a-f-A-M-F-T","166255","T-6","USN #trainer",""
"ae58f7","a-f-A-M-F-T","166258","T-6","USN #trainer",""
"ae58f9","a-f-A-M-F-T","166260","T-6","USN #trainer",""
"ae58fa","a-f-A-M-F-T","166261","T-6B","USN #trainer",""
"ae5b6a","a-f-A-M-F-K","169228","KC-130J","USN",""
"ae5c17","a-f-A-M-F-U-L","793255","UV-18B","USN",""
"ae5c58","a-f-A-M-F-P","169326","P-8A","USN",""
"ae5c5a","a-f-A-M-F-P","169328","P-8A","USN",""
"ae5c5a","a-f-A-M-F-P","169328","P-8A","USN",""
"ae5c5c","a-f-A-M-F-P","169330","P-8","USN",""
"ae5c5d","a-f-A-M-F-P","169331","P-8A","USN",""
"ae5c5f","a-f-A-M-F-P","169333","P-8A","USN",""
"ae5c60","a-f-A-M-F-P","169334","P-8A","USN",""
"ae5c61","a-f-A-M-F-P","169335","P-8A","USN",""
"ae5c63","a-f-A-M-F-P","169337","P-8A","USN",""
"ae5c68","a-f-A-M-F-P","169342","P-8","USN",""
"ae5c69","a-f-A-M-F-P","169343","P-8A","USN",""
"ae5c6a","a-f-A-M-F-P","169344","P-8A","USN",""
"ae5c6c","a-f-A-M-F-P","169346","P-8A","USN",""
"ae5c6d","a-f-A-M-F-P","169347","P-8A","USN",""
"ae5c6e","a-f-A-M-F-P","169348","P-8A","USN",""
"ae5d1d","a-f-A-M-H-U-L","163055","MH-53E","USN",""
"ae5d1e","a-f-A-M-H-U-L","163056","MH-53E","USN",""
"ae5d2a","a-f-A-M-H-U-L","164771","MH-53E","USN",""
"ae5e17","a-f-A-M-F-P","169349","P-8A","USN",""
"ae5eae","a-f-A-M-H-T","163340","TH-57B","USN #trainer",""
"ae5ebe","a-f-A-M-H-T","162025","TH-57C","USN #trainer",""
"ae5ec0","a-f-A-M-H-T","162027","TH-57C","USN #trainer",""
"ae5ec1","a-f-A-M-H-T","162029","TH-57C","USN #trainer",""
"ae5ec2","a-f-A-M-H-T","162030","TH-57C","USN #trainer",""
"ae5ec7","a-f-A-M-H-T","162036","TH-57C","USN #trainer",""
"ae5ec8","a-f-A-M-H-T","162038","TH-57C","USN #trainer",""
"ae5ecb","a-f-A-M-H-T","162041","TH-57C","USN #trainer",""
"ae5ed0","a-f-A-M-H-T","162046","TH-57C","USN #trainer",""
"ae5ed1","a-f-A-M-H-T","162047","TH-57C","USN #trainer",""
"ae5ed5","a-f-A-M-H-T","162051","TH-57C","USN #trainer",""
"ae5ed6","a-f-A-M-H-T","162052","TH-57C","USN #trainer",""
"ae5ed7","a-f-A-M-H-T","162053","TH-57C","USN #trainer",""
"ae5ed8","a-f-A-M-H-T","162054","TH-57C","USN #trainer",""
"ae5ee7","a-f-A-M-H-T","162669","TH-57C","USN #trainer",""
"ae5ef0","a-f-A-M-H-T","162679","TH-57C","USN #trainer",""
"ae5ef3","a-f-A-M-H-T","162683","TH-57C","USN #trainer",""
"ae5ef7","a-f-A-M-H-T","162811","TH-57C","USN #trainer",""
"ae5efb","a-f-A-M-H-T","162815","TH-57C","USN #trainer",""
"ae5f04","a-f-A-M-F-U-L","150191","U-6A","USN",""
"ae5f3a","a-f-A-M-F-P","169545","P-8A","USN",""
"ae5f41","a-f-A-M-F-P","169552","P-8A","USN",""
"ae5f46","a-f-A-M-F-P","169557","P-8A","USN",""
"ae5f47","a-f-A-M-F-P","169558","P-8A","USN",""
"ae5f48","a-f-A-M-F-P","169559","P-8A","USN",""
"ae5f4d","a-f-A-M-F-P","169564","P-8A","USN",""
"ae5f4f","a-f-A-M-F-P","169566","P-8A","USN",""
"ae5f50","a-f-A-M-F-P","169567","P-8","USN",""
"ae60ea","a-f-A-M-F-T","160475","T-34C","USN #trainer",""
"ae60eb","a-f-A-M-F-T","160478","T-34C","USN #trainer",""
"ae60ec","a-f-A-M-F-T","160490","T-34C","USN #trainer",""
"ae60ee","a-f-A-M-F-T","160531","T-34C","USN #trainer",""
"ae60f1","a-f-A-M-F-T","160949","T-34C","USN #trainer",""
"ae60f2","a-f-A-M-F-T","161053","T-34C","USN #trainer",""
"ae60f3","a-f-A-M-F-T","161832","T-34C","USN #trainer",""
"ae638d","a-f-A-M-F-U-M","169792","C-40A","USN",""
"ae638e","a-f-A-M-F-U-M","169793","C-40A","USN",""
"ae6790","a-f-A-M-F-P","169561","P-8","USN",""
"ae6a13","a-f-A-M-F-K","170038","KC-130J","USN",""
"ae6a3b","a-f-A-M-F-P","170014","P-8A","USN",""
"ae6b96","a-f-A-M-F-L","169437","CMV-22B","USN",""
"ae6b98","a-f-A-M-F-L","169439","CMV-22B","USN",""
"ae6b9b","a-f-A-M-F-L","169442","CMV-22B","USN",""
"ae6b9d","a-f-A-M-F-L","169444","CMV-22B","USN",""
"ae6b9f","a-f-A-M-F-L","169446","CMV-22B","USN",""
"ae6ba0","a-f-A-M-F-L","169447","CMV-22B","USN",""
"ae6ba1","a-f-A-M-F-L","169448","CMV-22B","USN",""
"ae6ba2","a-f-A-M-F-L","169449","CMV-22B","USN",""
"ae6d3f","a-f-A-M-H-T","170141","TH-73A","USN #trainer",""
"ae6d4a","a-f-A-M-H-T","170152","TH-73A","USN #trainer",""
"ae6d4a","a-f-A-M-H-T","170152","TH-73A","USN #trainer",""
"ae6d4b","a-f-A-M-H-T","170153","TH-73A","USN #trainer",""
"ae73d5","a-f-A-M-H-T","170170","TH-73A","USN #trainer",""
