#TAK ADSB IDs RUSSIA Military
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"15287d","a-a-A-M-F-D","RF-75600","IL-22","Russian Air Force"
"15287e","a-a-A-M-F-D","RA-75902","IL-22","Russian Air Force"
"15287f","a-a-A-M-F-J","RA-75903","IL-22PP","Russian Air Force"
"152881","a-a-A-M-F-Y","RF-75337","IL-18D36","Russian Navy"
"152882","a-a-A-M-F-Y","RF-95673","IL-22M-11-RT","Russian Air Force"
"152884","a-a-A-M-F-Y","RF-95677","IL-22M-11","Russian Air Force"
"152885","a-a-A-M-F-Y","RF-95676","IL-22M-11","Russian Air Force"
"152886","a-a-A-M-F-Y","RF-94417","IL-22M-11","Russian Air Force"
"152887","a-a-A-M-F-Y","RA-75911","IL-22M-11-RT","Russian Air Force"
"152888","a-a-A-M-F-Y","RF-95675","IL-22M-11","Russian Air Force"
"152889","a-a-A-M-F-Y","RA-75913","IL-22M-11","Russian Air Force"
"15288a","a-a-A-M-F-Y","RA-75914","IL-22M-11","Russian Air Force"
"15288d","a-a-A-M-F-Y","RA-75917","IL-18M-11","Russian Air Force"
"152890","a-a-A-M-F-Y","RA-75920","IL-22M-11","Russian Air Force"
"152892","a-a-A-M-F-Y","RA-75922","IL-22M-11","Russian Air Force"
"152893","a-a-A-M-F-R-Z","RA-75923","IL-20M","Russian Air Force"
"152894","a-a-A-M-F-Y","RA-75924","IL-22M-11","Russian Air Force"
"152895","a-a-A-M-F-Y","RA-75925","IL-22M-11","Russian Air Force"
"152897","a-a-A-M-F-Y","RF-90785","IL-22M-11","Russian Air Force"
"152af5","a-a-A-M-F-C-H","RF-76533","IL-76MD","Russian Air Force"
"152afa","a-a-A-M-F-C-H","RA-76538","IL-76MD","Russian Air Force"
"152afe","a-a-A-M-F-C-H","RA-76542","IL-76MD","Russian Air Force"
"152b00","a-a-A-M-F-C-H","RF-76544","IL-76MD","Russian Air Force"
"152b02","a-a-A-M-F-C-H","RF-76546","IL-76MD","Russian Air Force"
"152b03","a-a-A-M-F-C-H","RA-76547","IL-76MD","Russian Air Force"
"152b04","a-a-A-M-F-C-H","RF-76548","IL-76MD","Russian Air Force"
"152b05","a-a-A-M-F-C-H","RF-76549","IL-76MD","Russian Air Force"
"152b06","a-a-A-M-F-C-H","RF-76550","IL-76MD","Russian Air Force"
"152b07","a-a-A-M-F-C-H","RA-76551","IL-76MD","Russian Air Force"
"152b08","a-a-A-M-F-C-H","RF-76552","IL-76MD","Russian Air Force"
"152b09","a-a-A-M-F-C-H","RF-76553","IL-76MD","Russian Air Force"
"152b0a","a-a-A-M-F-C-H","RF-76554","IL-76MD","Russian Air Force"
"152b0c","a-a-A-M-F-K","RA-76556","IL-78","Russian Air Force"
"152b0e","a-a-A-M-F-C-H","RF-76558","IL-76MD","Russian Air Force"
"152b1c","a-a-A-M-F-C-H","RF-76572","IL-76MD","Russian Air Force"
"152b21","a-a-A-M-F-C-H","RA-76577","IL-76MD","Russian Air Force"
"152b30","a-a-A-M-F-C-H","RA-76592","IL-76MD","Russian Air Force"
"152b37","a-a-A-M-F-C-H","RA-76599","IL-76MD","Russian Air Force"
"152b3c","a-a-A-M-F-C-H","RF-76604","IL-76MD","Russian Air Force"
"152b45","a-a-A-M-F-C-H","RF-76613","IL-76MD","Russian Air Force"
"152b47","a-a-A-M-F-C-H","RF-76615","IL-76MD","Russian Air Force"
"152b58","a-a-A-M-F-K","RA-76632","IL-78","Russian Air Force"
"152b5e","a-a-A-M-F-C-H","RA-76638","IL-76MD","Russian Air Force"
"152b5f","a-a-A-M-F-C-H","RF-76639","IL-76MD","Russian Air Force"
"152b61","a-a-A-M-F-C-H","RA-76641","IL-76MD","Russian Air Force"
"152b63","a-a-A-M-F-C-H","RF-76643","IL-76MD","Russian Air Force"
"152b68","a-a-A-M-F-C-H","RA-76648","IL-76MD","Russian Air Force"
"152b69","a-a-A-M-F-C-H","RA-76649","IL-76MD","Russian Air Force"
"152b6a","a-a-A-M-F-C-H","RF-76650","IL-76MD","Russian Air Force"
"152b7c","a-a-A-M-F-C-H","RF-76668","IL-76MD","Russian Air Force"
"152b7d","a-a-A-M-F-C-H","RA-76669","IL-76MD","Russian Air Force"
"152b8e","a-a-A-M-F-C-H","RA-76686","IL-76MD","Russian Air Force"
"152b95","a-a-A-M-F-C-H","RF-76693","IL-76MD","Russian Air Force"
"152b9e","a-a-A-M-F-C-H","RF-76702","IL-76MD","Russian Air Force"
"152ba4","a-a-A-M-F-C-H","RF-95669","IL-76MD","Russian Air Force"
"152ba9","a-a-A-M-F-C-H","RA-76713","IL-76MD","Russian Air Force"
"152baa","a-a-A-M-F-C-H","RF-76714","IL-76MD","Russian Air Force"
"152bae","a-a-A-M-F-C-H","RA-76718","IL-76MD","Russian Air Force"
"152baf","a-a-A-M-F-C-H","RA-76719","IL-76MD","Russian Air Force"
"152bb0","a-a-A-M-F-C-H","RF-76720","IL-76MD","Russian Air Force"
"152bb2","a-a-A-M-F-C-H","RF-76722","IL-76MD","Russian Air Force"
"152bb4","a-a-A-M-F-C-H","RA-76724","IL-76MD","Russian Air Force"
"152bb5","a-a-A-M-F-C-H","RA-76725","IL-76MD","Russian Air Force"
"152bb6","a-a-A-M-F-C-H","RF-76726","IL-76MD","Russian Air Force"
"152bbb","a-a-A-M-F-C-H","RF-76731","IL-76MD","Russian Air Force"
"152bbd","a-a-A-M-F-C-H","RF-76733","IL-76MD","Russian Air Force"
"152bc2","a-a-A-M-F-C-H","RA-76738","IL-76MD","Russian Air Force"
"152bc3","a-a-A-M-F-C-H","RF-76739","IL-76MD","Russian Air Force"
"152bc4","a-a-A-M-F-C-H","RF-76740","IL-76MD","Russian Air Force"
"152bc5","a-a-A-M-F-C-H","RA-76741","IL-76MD","Russian Air Force"
"152bc7","a-a-A-M-F-C-H","RA-76743","IL-76MD","Russian Air Force"
"152bc9","a-a-A-M-F-C-H","RF-76745","IL-76MD","Russian Air Force"
"152bca","a-a-A-M-F-C-H","RF-76746","IL-76MD-M","Russian Air Force"
"152bcb","a-a-A-M-F-C-H","RF-76747","IL-76MD","Russian Air Force"
"152bda","a-a-A-M-F-C-H","RA-76762","IL-76MD","Russian Air Force"
"152bdb","a-a-A-M-F-C-H","RA-76763","IL-76MD","Russian Air Force"
"152bdc","a-a-A-M-F-C-H","RF-76764","IL-76MD","Russian Air Force"
"152bdd","a-a-A-M-F-C-H","RF-76765","IL-76MD","Russian Air Force"
"152bdf","a-a-A-M-F-C-H","RA-76767","IL-76MD","Russian Air Force"
"152be0","a-a-A-M-F-C-H","RF-76768","IL-76MD","Russian Air Force"
"152be1","a-a-A-M-F-C-H","RF-76769","IL-76MD","Russian Air Force"
"152be2","a-a-A-M-F-C-H","RF-76770","IL-76MD","Russian Air Force"
"152be3","a-a-A-M-F-C-H","RA-76771","IL-76MD","Russian Air Force"
"152be5","a-a-A-M-F-C-H","RF-76773","IL-76MD","Russian Air Force"
"152be8","a-a-A-M-F-C-H","RA-76776","IL-76MD","Russian Air Force"
"152beb","a-a-A-M-F-C-H","RF-76779","IL-76MD","Russian Air Force"
"15339e","a-a-A-M-F-C-H","RF-78750","IL-76MD","Russian Air Force"
"1533a5","a-a-A-M-F-C-H","RF-78757","IL-76MD","Russian Air Force"
"1533aa","a-a-A-M-F-C-H","RA-78762","IL-76MD","Russian Air Force"
"1533ac","a-a-A-M-F-C-H","RF-78764","IL-76MD","Russian Air Force"
"1533ae","a-a-A-M-F-C-H","RF-78766","IL-76MD","Russian Air Force"
"1533b0","a-a-A-M-F-C-H","RF-78768","IL-76MD","Russian Air Force"
"1533b8","a-a-A-M-F-C-H","RA-78776","IL-76MD","Russian Air Force"
"1533b9","a-a-A-M-F-C-H","RF-78777","IL-76MD","Russian Air Force"
"1533ba","a-a-A-M-F-C-H","RF-78778","IL-76MD","Russian Air Force"
"1533be","a-a-A-M-F-K","RA-78782","IL-78","Russian Air Force"
"1533c0","a-a-A-M-F-C-H","RF-78784","IL-76MD","Russian Air Force"
"1533c4","a-a-A-M-F-C-H","RF-78788","IL-76MD","Russian Air Force"
"1533c6","a-a-A-M-F-C-H","RF-78790","IL-76MD","Russian Air Force"
"1533c7","a-a-A-M-F-C-H","RF-78791","IL-76MD","Russian Air Force"
"1533ca","a-a-A-M-F-C-H","RA-78794","IL-76MD","Russian Air Force"
"1533cb","a-a-A-M-F-C-H","RF-78795","IL-76MD","Russian Air Force"
"1533cc","a-a-A-M-F-C-H","RA-78796","IL-76MD","Russian Air Force"
"1533cd","a-a-A-M-F-C-H","RF-78797","IL-76MD","Russian Air Force"
"1533d3","a-a-A-M-F-C-H","RF-78803","IL-76MD","Russian Air Force"
"1533d5","a-a-A-M-F-C-H","RA-78805","IL-76MD","Russian Air Force"
"1533d6","a-a-A-M-F-K","RA-78806","IL-78","Russian Air Force"
"1533d7","a-a-A-M-F-C-H","RA-78807","IL-76MD","Russian Air Force"
"1533d9","a-a-A-M-F-C-H","RA-78809","IL-76MD","Russian Air Force"
"1533da","a-a-A-M-F-C-H","RF-78810","IL-76MD","Russian Air Force"
"1533db","a-a-A-M-F-C-H","RF-78811","IL-76MD","Russian Air Force"
"1533dd","a-a-A-M-F-C-H","RF-78813","IL-76MD","Russian Air Force"
"1533de","a-a-A-M-F-K","RA-78814","IL-78","Russian Air Force"
"1533df","a-a-A-M-F-C-H","RF-78815","IL-76MD","Russian Air Force"
