#TAK ADSB IDs DEUY Military
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"3F8D11","a-f-A-M-H-A","74+44","EC665","DEU A"
"3F8D2E","a-f-A-M-H-C-M","79+06","NH-90","DEU A"
"3F8D6C","a-f-A-M-F-F","31+05","EF-2000","DEU AF"
"3f8d6c","a-f-A-M-F-F","31+05","EF-2000","DEU AF"
"3F8E7C","a-f-A-M-H-U-M","89+61","Sea King","DEU N"
"3f8f01","a-f-A-M-F-F","30+01","EF-2000","EADS"
"3f8f02","a-f-A-M-F-F","30+02","EF-2000","DEU AF"
"3f8f03","a-f-A-M-F-F","30+03","EF-2000","DEU AF"
"3f8f04","a-f-A-M-F-F","30+04","EF-2000","DEU AF"
"3f8f06","a-f-A-M-F-F","30+06","EF-2000","DEU AF"
"3f8f07","a-f-A-M-F-F","30+07","EF-2000","DEU AF"
"3f8f0a","a-f-A-M-F-F","30+10","EF-2000","DEU AF"
"3f8f0b","a-f-A-M-F-F","30+11","EF-2000","DEU AF"
"3f8f0c","a-f-A-M-F-F","30+12","EF-2000","DEU AF"
"3f8f0e","a-f-A-M-F-F","30+14","EF-2000","DEU AF"
"3f8f0f","a-f-A-M-F-F","30+15","EF-2000","DEU AF"
"3f8f11","a-f-A-M-F-F","30+17","EF-2000","DEU AF"
"3f8f14","a-f-A-M-F-F","30+20","EF-2000","DEU AF"
"3f8f17","a-f-A-M-F-F","30+23","EF-2000","DEU AF"
"3f8f19","a-f-A-M-F-F","30+25","EF-2000","DEU AF"
"3f8f1b","a-f-A-M-F-F","30+27","EF-2000","DEU AF"
"3f8f1c","a-f-A-M-F-F","30+28","EF-2000","DEU AF"
"3f8f21","a-f-A-M-F-F","30+33","EF-2000","DEU AF"
"3f8f28","a-f-A-M-F-F","30+40","EF-2000","DEU AF"
"3F8F2A","a-f-A-M-F-F","30+42","EF-2000","DEU AF"
"3f8f2e","a-f-A-M-F-F","31+01","EF-2000","DEU AF"
"3f8f39","a-f-A-M-F-F","30+57","EF-2000","DEU AF"
"3f8f3e","a-f-A-M-F-F","30+62","EF-2000","DEU AF"
"3f8f41","a-f-A-M-F-F","30+65","EF-2000","DEU AF"
"3F8F49","a-f-A-M-F-F","30+73","EF-2000","DEU AF"
"3f8f63","a-f-A-M-F-F","30+99","EF-2000","DEU AF"
"3F8FBE","a-f-A-M-H-A","74+32","EC665","DEU A"
"3F8FED","a-f-A-M-H-A","74+69","EC665","DEU A"
"3F9098","a-f-A-M-H-U-M","98+98","UH-1D","DEU A"
"3F90BC","a-f-A-M-H-A","74+58","EC665","DEU A"
"3f9198","a-f-A-M-F-F","30+81","EF-2000","DEU AF"
"3F927C","a-f-A-M-H-U-M","89+68","Sea King","DEU N"
"3F9359","a-f-A-M-H-A","74+65","EC665","DEU A"
"3F94AB","a-f-A-M-F-F","31+30","EF-2000","DEU AF"
"3f9565","a-f-A-M-F-F","43+01","Tornado IDS","DEU AF"
"3F956E","a-f-A-M-F-F","43+10","Tornado","DEU AF"
"3f956e","a-f-A-M-F-F","43+10","Tornado IDS","DEU AF"
"3f957d","a-f-A-M-F-F","43+25","Tornado IDS","DEU AF"
"3f9584","a-f-A-M-F-F","43+32","Tornado IDS","DEU AF"
"3F958A","a-f-A-M-F-F","43+38","Tornado","DEU AF"
"3f958a","a-f-A-M-F-F","43+38","Tornado IDS","DEU AF"
"3F958E","a-f-A-M-F-F","43+42","Tornado","DEU AF"
"3f958e","a-f-A-M-F-F","43+42","Tornado IDS","DEU AF"
"3f9591","a-f-A-M-F-F","43+45","Tornado IDS","DEU AF"
"3f9592","a-f-A-M-F-F","43+46","Tornado IDS","DEU AF"
"3f9596","a-f-A-M-F-F","43+50","Tornado IDS","DEU AF"
"3f95c5","a-f-A-M-F-F","43+97","Tornado IDS","DEU AF"
"3f95c6","a-f-A-M-F-F","43+98","Tornado IDS","DEU AF"
"3f9606","a-f-A-M-F-F","44+06","Tornado IDS","DEU AF"
"3F9610","a-f-A-M-F-F","44+16","Tornado","DEU AF"
"3f9610","a-f-A-M-F-F","44+16","Tornado IDS","DEU AF"
"3F961D","a-f-A-M-F-F","44+29","Tornado","DEU AF"
"3f961d","a-f-A-M-F-F","44+29","Tornado IDS","DEU AF"
"3f961e","a-f-A-M-F-F","44+30","Tornado IDS","DEU AF"
"3F9622","a-f-A-M-F-F","44+34","Tornado","DEU AF"
"3f9622","a-f-A-M-F-F","44+34","Tornado IDS","DEU AF"
"3f963a","a-f-A-M-F-F","44+58","Tornado IDS","DEU AF"
"3f963d","a-f-A-M-F-F","44+61","Tornado IDS","DEU AF"
"3f9640","a-f-A-M-F-F","44+64","Tornado IDS","DEU AF"
"3f9641","a-f-A-M-F-F","44+65","Tornado IDS","DEU AF"
"3F9645","a-f-A-M-F-F","44+69","Tornado","DEU AF"
"3f9645","a-f-A-M-F-F","44+69","Tornado IDS","DEU AF"
"3f9648","a-f-A-M-F-F","44+72","Tornado IDS","DEU AF"
"3f964e","a-f-A-M-F-F","44+78","Tornado IDS","DEU AF"
"3f964f","a-f-A-M-F-F","44+79","Tornado IDS","DEU AF"
"3f965a","a-f-A-M-F-F","44+90","Tornado IDS","DEU AF"
"3f9664","a-f-A-M-F-F","45+00","Tornado IDS","DEU AF"
"3f966d","a-f-A-M-F-F","45+09","Tornado IDS","DEU AF"
"3f9671","a-f-A-M-F-F","45+13","Tornado IDS","DEU AF"
"3F9672","a-f-A-M-F-F","45+14","Tornado","DEU AF"
"3f9672","a-f-A-M-F-F","45+14","Tornado IDS","DEU AF"
"3f9674","a-f-A-M-F-F","45+16","Tornado IDS","DEU AF"
"3f967a","a-f-A-M-F-F","45+22","Tornado IDS","DEU AF"
"3f9687","a-f-A-M-F-F","45+35","Tornado IDS","DEU AF"
"3F968B","a-f-A-M-F-F","45+39","Tornado","DEU AF"
"3F9696","a-f-A-M-F-F","45+50","Tornado","DEU AF"
"3f9696","a-f-A-M-F-F","45+50","Tornado IDS","DEU AF"
"3F969F","a-f-A-M-F-F","45+59","Tornado","DEU AF"
"3f96a4","a-f-A-M-F-F","45+64","Tornado IDS","DEU AF"
"3f96a6","a-f-A-M-F-F","45+66","Tornado IDS","DEU AF"
"3f96a7","a-f-A-M-F-F","45+67","Tornado IDS","DEU AF"
"3f96a8","a-f-A-M-F-F","45+68","Tornado IDS","DEU AF"
"3f96a9","a-f-A-M-F-F","45+69","Tornado IDS","DEU AF"
"3f96aa","a-f-A-M-F-F","45+70","Tornado IDS","DEU AF"
"3f96ab","a-f-A-M-F-F","45+71","Tornado IDS","DEU AF"
"3f96b0","a-f-A-M-F-F","45+76","Tornado IDS","DEU AF"
"3f96b1","a-f-A-M-F-F","45+77","Tornado IDS","DEU AF"
"3F96B9","a-f-A-M-F-F","45+85","Tornado","DEU AF"
"3f96b9","a-f-A-M-F-F","45+85","Tornado IDS","DEU AF"
"3f96be","a-f-A-M-F-F","45+90","Tornado IDS","DEU AF"
"3f96c0","a-f-A-M-F-F","45+92","Tornado IDS","DEU AF"
"3f96c2","a-f-A-M-F-F","45+94","Tornado IDS","DEU AF"
"3f9702","a-f-A-M-F-F","46+02","Tornado IDS","DEU AF"
"3f9705","a-f-A-M-F-F","46+05","Tornado IDS","DEU AF"
"3f9707","a-f-A-M-F-F","46+07","Tornado IDS","DEU AF"
"3F970A","a-f-A-M-F-F","46+10","Tornado","DEU AF"
"3f970a","a-f-A-M-F-F","46+10","Tornado IDS","DEU AF"
"3f970b","a-f-A-M-F-F","46+11","Tornado IDS","DEU AF"
"3F970C","a-f-A-M-F-F","46+12","Tornado","DEU AF"
"3f970c","a-f-A-M-F-F","46+12","Tornado IDS","DEU AF"
"3f970f","a-f-A-M-F-F","46+15","Tornado IDS","DEU AF"
"3f9712","a-f-A-M-F-F","46+18","Tornado IDS","DEU AF"
"3F9714","a-f-A-M-F-F","46+20","Tornado","DEU AF"
"3f9714","a-f-A-M-F-F","46+20","Tornado IDS","DEU AF"
"3f9716","a-f-A-M-F-F","46+22","Tornado IDS","DEU AF"
"3F9717","a-f-A-M-F-F","46+23","Tornado","DEU AF"
"3f971c","a-f-A-M-F-F","46+28","Tornado ECR","DEU AF"
"3f9723","a-f-A-M-F-F","46+35","Tornado ECR","DEU AF"
"3f9724","a-f-A-M-F-F","46+36","Tornado ECR","DEU AF"
"3f9726","a-f-A-M-F-F","46+38","Tornado ECR","DEU AF"
"3f9728","a-f-A-M-F-F","46+40","Tornado ECR","DEU AF"
"3f972d","a-f-A-M-F-F","46+45","Tornado ECR","DEU AF"
"3f9730","a-f-A-M-F-F","46+48","Tornado ECR","DEU AF"
"3F9731","a-f-A-M-F-F","46+49","Tornado","DEU AF"
"3f9733","a-f-A-M-F-F","46+51","Tornado ECR","DEU AF"
"3f9734","a-f-A-M-F-F","46+52","Tornado ECR","DEU AF"
"3f9738","a-f-A-M-F-F","46+56","Tornado ECR","DEU AF"
"3f9739","a-f-A-M-F-F","46+57","Tornado ECR","DEU AF"
"3F97FD","a-f-A-M-F-V","15+04","A321-200","DEU AF"
"3F984F","a-f-A-M-H-U-L","77+05","EC145","DEU A"
"3f9911","a-f-A-M-F-C-H","50+17","C-160D","DEU AF"
"3f991d","a-f-A-M-F-C-H","50+29","C-160D","DEU AF"
"3f9921","a-f-A-M-F-C-H","50+33","C-160D","DEU AF"
"3f9922","a-f-A-M-F-C-H","50+34","C-160D","DEU AF"
"3f9923","a-f-A-M-F-C-H","50+35","C-160D","DEU AF"
"3f9924","a-f-A-M-F-C-H","50+36","C-160D","DEU AF"
"3f9926","a-f-A-M-F-C-H","50+38","C-160D","DEU AF"
"3f9928","a-f-A-M-F-C-H","50+40","C-160D","DEU AF"
"3f9929","a-f-A-M-F-C-H","50+41","C-160D","DEU AF"
"3f992a","a-f-A-M-F-C-H","50+42","C-160D","DEU AF"
"3f992c","a-f-A-M-F-C-H","50+44","C-160D","DEU AF"
"3f992d","a-f-A-M-F-C-H","50+45","C-160D","DEU AF"
"3f992e","a-f-A-M-F-C-H","50+46","C-160D","DEU AF"
"3f9930","a-f-A-M-F-C-H","50+48","C-160D","DEU AF"
"3f9931","a-f-A-M-F-C-H","50+49","C-160D","DEU AF"
"3f9933","a-f-A-M-F-C-H","50+51","C-160D","DEU AF"
"3f9935","a-f-A-M-F-C-H","50+53","C-160D","DEU AF"
"3f9936","a-f-A-M-F-C-H","50+54","C-160D","DEU AF"
"3f9937","a-f-A-M-F-C-H","50+55","C-160D","DEU AF"
"3f9939","a-f-A-M-F-C-H","50+57","C-160D","DEU AF"
"3f993a","a-f-A-M-F-C-H","50+58","C-160D","DEU AF"
"3f993b","a-f-A-M-F-C-H","50+59","C-160D","DEU AF"
"3f993d","a-f-A-M-F-C-H","50+61","C-160D","DEU AF"
"3f9940","a-f-A-M-F-C-H","50+64","C-160D","DEU AF"
"3f9941","a-f-A-M-F-C-H","50+65","C-160D","DEU AF"
"3f9942","a-f-A-M-F-C-H","50+66","C-160D","DEU AF"
"3f9943","a-f-A-M-F-C-H","50+67","C-160D","DEU AF"
"3f9945","a-f-A-M-F-C-H","50+69","C-160D","DEU AF"
"3f9946","a-f-A-M-F-C-H","50+70","C-160D","DEU AF"
"3f9947","a-f-A-M-F-C-H","50+71","C-160D","DEU AF"
"3f9948","a-f-A-M-F-C-H","50+72","C-160D","DEU AF"
"3f9949","a-f-A-M-F-C-H","50+73","C-160D","DEU AF"
"3f994a","a-f-A-M-F-C-H","50+74","C-160D","DEU AF"
"3f994b","a-f-A-M-F-C-H","50+75","C-160D","DEU AF"
"3f994d","a-f-A-M-F-C-H","50+77","C-160D","DEU AF"
"3f994e","a-f-A-M-F-C-H","50+78","C-160D","DEU AF"
"3f994f","a-f-A-M-F-C-H","50+79","C-160D","DEU AF"
"3f9951","a-f-A-M-F-C-H","50+81","C-160D","DEU AF"
"3f9953","a-f-A-M-F-C-H","50+83","C-160D","DEU AF"
"3f9956","a-f-A-M-F-C-H","50+86","C-160D","DEU AF"
"3f9957","a-f-A-M-F-C-H","50+87","C-160D","DEU AF"
"3f9958","a-f-A-M-F-C-H","50+88","C-160D","DEU AF"
"3f995a","a-f-A-M-F-C-H","50+90","C-160D","DEU AF"
"3f995b","a-f-A-M-F-C-H","50+91","C-160D","DEU AF"
"3f995c","a-f-A-M-F-C-H","50+92","C-160D","DEU AF"
"3f995d","a-f-A-M-F-C-H","50+93","C-160D","DEU AF"
"3f9960","a-f-A-M-F-C-H","50+96","C-160D","DEU AF"
"3f9961","a-f-A-M-F-C-H","50+97","C-160D","DEU AF"
"3f9983","a-f-A-M-F-C-H","51+03","C-160D","DEU AF"
"3f9984","a-f-A-M-F-C-H","51+04","C-160D","DEU AF"
"3f9986","a-f-A-M-F-C-H","51+06","C-160D","DEU AF"
"3f9988","a-f-A-M-F-C-H","51+08","C-160D","DEU AF"
"3f998a","a-f-A-M-F-C-H","51+10","C-160D","DEU AF"
"3f998c","a-f-A-M-F-C-H","51+12","C-160D","DEU AF"
"3f998d","a-f-A-M-F-C-H","51+13","C-160D","DEU AF"
"3F9A92","a-f-A-M-F-V","15+03","A319CJ","DEU A"
"3f9aad","a-f-A-M-F-F","30+49","EF-2000","DEU AF"
"3f9ae8","a-f-A-M-F-R"","57+05","Do228","DEU N
"3F9B11","a-f-A-M-H-C-M","78+19","NH-90","DEU A"
"3f9b34","a-f-A-M-F-F","30+60","EF-2000","DEU AF"
"3F9C7C","a-f-A-M-H-U-M","89+62","Sea King","DEU N"
"3f9c84","a-f-A-M-F-R","57+04","Do228","DEU N"
"3f9d55","a-f-A-M-H-U-L","76+08","EC645T2","DEU AF"
"3f9d8f","a-f-A-M-F-F","30+81","EF-2000","DEU AF"
"3F9DAC","a-f-A-M-H-C-M","79+11","NH-90","DEU A"
"3F9E54","a-f-A-M-H-U-L","76+16","EC145","DEU A"
"3F9E5B","a-f-A-M-H-C-M","79+23","NH-90","DEU A"
"3F9E9B","a-f-A-M-H-C-M","79+36","NH-90","DEU A"
"3f9f40","a-f-A-M-F-F","30+72","EF-2000","DEU AF"
"3FA016","a-f-A-M-H-C-M","78+35","NH-90","DEU A"
"3fa15f","a-f-A-M-F-F","44+21","Tornado IDS","DEU AF"
"3FA16E","a-f-A-M-H-U-M","83+09","Lynx","DEU N"
"3FA196","a-f-A-M-H-A","74+59","EC665","DEU A"
"3FA1BE","a-f-A-M-H-U-L","76+12","EC145","DEU A"
"3fa1f7","a-f-A-M-F-F","30+80","EF-2000","DEU AF"
"3fa241","a-f-A-M-F-F","30+74","EF-2000","DEU AF"
"3FA257","a-f-A-M-H-C-M","79+52","NH-90","DEU A"
"3FA30F","a-f-A-M-F-F","30+66","EF-2000","DEU AF"
"3FA338","a-f-A-M-H-U-M","70+56","UH-1D","DEU A"
"3FA33B","a-f-A-M-H-U-M","70+59","UH-1D","DEU A"
"3FA342","a-f-A-M-H-A","74+01","EC665","DEU A"
"3FA349","a-f-A-M-H-U-M","70+73","UH-1D","DEU A"
"3FA350","a-f-A-M-H-U-M","70+80","UH-1D","DEU A"
"3FA353","a-f-A-M-H-U-M","70+83","UH-1D","DEU A"
"3FA357","a-f-A-M-H-U-M","70+87","UH-1D","DEU A"
"3fa359","a-f-A-M-H-U-M","70+89","UH-1D","DEU AF"
"3fa360","a-f-A-M-H-U-M","70+96","UH-1D","DEU AF"
"3fa38b","a-f-A-M-H-U-M","71+11","UH-1D","DEU A"
"3fa38c","a-f-A-M-H-U-M","71+12","UH-1D","DEU AF"
"3fa39c","a-f-A-M-H-U-M","71+28","UH-1D","DEU A"
"3fa39f","a-f-A-M-H-U-M","71+31","UH-1D","DEU A"
"3fa3a2","a-f-A-M-H-U-M","71+34","UH-1D","DEU A"
"3fa3a8","a-f-A-M-H-U-M","71+40","UH-1D","DEU A"
"3fa3b5","a-f-A-M-H-U-M","71+53","UH-1D","DEU A"
"3FA3BC","a-f-A-M-H-U-M","71+60","UH-1D","DEU A"
"3FA3C1","a-f-A-M-H-U-M","71+65","UH-1D","DEU A"
"3fa3c5","a-f-A-M-H-U-M","71+69","UH-1D","DEU A"
"3fa3d4","a-f-A-M-H-U-M","71+84","UH-1D","DEU A"
"3FA3DB","a-f-A-M-H-U-M","71+91","UH-1D","DEU A"
"3fa400","a-f-A-M-H-U-M","72+00","UH-1D","DEU A"
"3FA413","a-f-A-M-H-U-M","72+19","UH-1D","DEU A"
"3fa41b","a-f-A-M-H-U-M","72+27","UH-1D","DEU A"
"3fa41e","a-f-A-M-H-U-M","72+30","UH-1D","DEU A"
"3fa420","a-f-A-M-H-U-M","72+32","UH-1D","DEU A"
"3fa421","a-f-A-M-H-U-M","72+33","UH-1D","DEU A"
"3fa423","a-f-A-M-H-U-M","72+35","UH-1D","DEU A"
"3fa425","a-f-A-M-H-U-M","72+37","UH-1D","DEU A"
"3FA427","a-f-A-M-H-U-M","72+39","UH-1D","DEU A"
"3fa42d","a-f-A-M-H-U-M","72+45","UH-1D","DEU A"
"3FA42E","a-f-A-M-H-U-M","72+46","UH-1D","DEU A"
"3FA43E","a-f-A-M-H-U-M","72+62","UH-1D","DEU A"
"3fa440","a-f-A-M-H-U-M","72+64","UH-1D","DEU A"
"3fa44f","a-f-A-M-H-U-M","72+79","UH-1D","DEU A"
"3fa453","a-f-A-M-H-U-M","72+83","UH-1D","DEU A"
"3fa456","a-f-A-M-H-U-M","72+86","UH-1D","DEU A"
"3fa458","a-f-A-M-H-U-M","72+88","UH-1D","DEU A"
"3fa45b","a-f-A-M-H-U-M","72+91","UH-1D","DEU A"
"3fa45e","a-f-A-M-H-U-M","72+94","UH-1D","DEU A"
"3fa45f","a-f-A-M-H-U-M","72+95","UH-1D","DEU A"
"3FA460","a-f-A-M-H-U-M","72+96","UH-1D","DEU A"
"3fa46c","a-f-A-M-H-U-M","73+08","UH-1D","DEU A"
"3fa470","a-f-A-M-H-U-M","73+12","UH-1D","DEU A"
"3fa47c","a-f-A-M-H-U-M","73+24","UH-1D","DEU A"
"3fa482","a-f-A-M-H-U-M","73+30","UH-1D","DEU A"
"3FA483","a-f-A-M-H-A","74+62","EC665","DEU A"
"3fa487","a-f-A-M-H-U-M","73+35","UH-1D","DEU A"
"3FA488","a-f-A-M-H-U-M","73+08","UH-1D","DEU A"
"3fa489","a-f-A-M-H-U-M","73+37","UH-1D","DEU A"
"3fa48b","a-f-A-M-H-U-M","73+39","UH-1D","DEU A"
"3fa48e","a-f-A-M-H-U-M","73+42","UH-1D","DEU A"
"3fa48f","a-f-A-M-H-U-M","73+43","UH-1D","DEU A"
"3fa490","a-f-A-M-H-U-M","73+44","UH-1D","DEU A"
"3fa491","a-f-A-M-H-U-M","73+45","UH-1D","DEU A"
"3fa494","a-f-A-M-H-U-M","73+48","UH-1D","DEU A"
"3fa49a","a-f-A-M-H-U-M","73+54","UH-1D","DEU A"
"3fa49f","a-f-A-M-H-U-M","73+59","UH-1D","DEU A"
"3fa4a0","a-f-A-M-H-U-M","73+60","UH-1D","DEU A"
"3fa4a2","a-f-A-M-H-U-M","73+63","UH-1D","DEU A"
"3fa4a4","a-f-A-M-H-U-M","73+64","UH-1D","DEU A"
"3fa4ae","a-f-A-M-H-U-M","73+74","UH-1D","DEU A"
"3fa4af","a-f-A-M-H-U-M","73+47","UH-1D","DEU A"
"3FA4B0","a-f-A-M-H-U-M","73+48","UH-1D","DEU A"
"3FA4BC","a-f-A-M-H-U-M","73+60","UH-1D","DEU A"
"3FA4BF","a-f-A-M-H-U-M","73+63","UH-1D","DEU A"
"3fa504","a-f-A-M-H-A","74+04","EC665","DEU A"
"3fa505","a-f-A-M-H-A","74+05","EC665","DEU A"
"3fa506","a-f-A-M-H-A","74+06","EC665","DEU A"
"3fa509","a-f-A-M-H-A","74+09","EC665","DEU A"
"3fa50a","a-f-A-M-H-A","74+10","EC665","DEU A"
"3fa50b","a-f-A-M-H-A","74+11","EC665","DEU A"
"3FA50C","a-f-A-M-H-C-M","79+33","NH-90","DEU A"
"3fa50d","a-f-A-M-H-A","74+13","EC665","DEU A"
"3fa50e","a-f-A-M-H-A","74+14","EC665","DEU A"
"3fa50f","a-f-A-M-H-A","74+15","EC665","DEU A"
"3fa510","a-f-A-M-H-A","74+16","EC665","DEU A"
"3fa511","a-f-A-M-H-A","74+17","EC665","DEU A"
"3fa512","a-f-A-M-H-A","74+18","EC665","DEU A"
"3fa513","a-f-A-M-H-A","74+19","EC665","DEU A"
"3fa514","a-f-A-M-H-A","74+20","EC665","DEU A"
"3fa515","a-f-A-M-H-A","74+21","EC665","DEU A"
"3fa516","a-f-A-M-H-A","74+22","EC665","DEU A"
"3fa517","a-f-A-M-H-A","74+23","EC665","DEU A"
"3fa518","a-f-A-M-H-A","74+24","EC665","DEU A"
"3fa519","a-f-A-M-H-A","74+25","EC665","DEU A"
"3fa51a","a-f-A-M-H-A","74+26","EC665","DEU A"
"3fa51c","a-f-A-M-H-A","74+28","EC665","DEU A"
"3fa51d","a-f-A-M-H-A","74+29","EC665","DEU A"
"3fa51e","a-f-A-M-H-A","74+30","EC665","DEU A"
"3fa51f","a-f-A-M-H-A","74+31","EC665","DEU A"
"3fa520","a-f-A-M-H-A","74+32","EC665","DEU A"
"3fa521","a-f-A-M-H-A","74+33","EC665","DEU A"
"3fa522","a-f-A-M-H-A","74+34","EC665","DEU A"
"3fa523","a-f-A-M-H-A","74+35","EC665","DEU A"
"3fa524","a-f-A-M-H-A","74+36","EC665","DEU A"
"3fa525","a-f-A-M-H-A","74+37","EC665","DEU A"
"3fa526","a-f-A-M-H-A","74+38","EC665","DEU A"
"3fa527","a-f-A-M-H-A","74+39","EC665","DEU A"
"3fa528","a-f-A-M-H-A","74+40","EC665","DEU A"
"3fa529","a-f-A-M-H-A","74+41","EC665","DEU A"
"3fa52a","a-f-A-M-H-A","74+42","EC665","DEU A"
"3fa52b","a-f-A-M-H-A","74+43","EC665","DEU A"
"3fa52c","a-f-A-M-H-A","74+44","EC665","DEU A"
"3fa52d","a-f-A-M-H-A","74+45","EC665","DEU A"
"3fa52e","a-f-A-M-H-A","74+46","EC665","DEU A"
"3fa52f","a-f-A-M-H-A","74+47","EC665","DEU A"
"3fa530","a-f-A-M-H-A","74+48","EC665","DEU A"
"3fa531","a-f-A-M-H-A","74+49","EC665","DEU A"
"3fa532","a-f-A-M-H-A","74+50","EC665","DEU A"
"3fa533","a-f-A-M-H-A","74+51","EC665","DEU A"
"3fa534","a-f-A-M-H-A","74+52","EC665","DEU A"
"3fa535","a-f-A-M-H-A","74+53","EC665","DEU A"
"3fa536","a-f-A-M-H-A","74+54","EC665","DEU A"
"3fa537","a-f-A-M-H-A","74+55","EC665","DEU A"
"3fa538","a-f-A-M-H-A","74+56","EC665","DEU A"
"3fa539","a-f-A-M-H-A","74+57","EC665","DEU A"
"3fa53a","a-f-A-M-H-A","74+58","EC665","DEU A"
"3fa53b","a-f-A-M-H-A","74+59","EC665","DEU A"
"3fa53d","a-f-A-M-H-A","74+61","EC665","DEU A"
"3FA657","a-f-A-M-H-C-M","79+05","NH-90","DEU A"
"3FA82A","a-f-A-M-H-C-M","79+03","NH-90","DEU A"
"3fa890","a-f-A-M-F-F","31+10","EF-2000","DEU AF"
"3FA933","a-f-A-M-H-U-L","82+51","EC135","DEU A"
"3FA934","a-f-A-M-H-U-L","82+52","EC135","DEU A"
"3FA935","a-f-A-M-H-U-L","82+53","EC135","DEU A"
"3FA936","a-f-A-M-H-U-L","82+54","EC135","DEU A"
"3FA937","a-f-A-M-H-U-L","82+55","EC135","DEU A"
"3FA938","a-f-A-M-H-U-L","82+57","EC135","DEU A"
"3FA93A","a-f-A-M-H-U-L","82+58","EC135","DEU A"
"3FA93B","a-f-A-M-H-U-L","82+59","EC135","DEU A"
"3FA93C","a-f-A-M-H-U-L","82+60","EC135","DEU A"
"3FA93D","a-f-A-M-H-U-L","82+61","EC135","DEU A"
"3FA93E","a-f-A-M-H-U-L","82+62","EC135","DEU A"
"3FA93F","a-f-A-M-H-U-L","82+63","EC135","DEU A"
"3FA940","a-f-A-M-H-U-L","82+64","EC135","DEU A"
"3FA941","a-f-A-M-H-U-L","82+65","EC135","DEU A"
"3fa982","a-f-A-M-H-U-M","83+02","Lynx","DEU N"
"3FA983","a-f-A-M-H-U-M","83+03","Lynx","DEU N"
"3fa984","a-f-A-M-H-U-M","83+04","Lynx","DEU N"
"3fa985","a-f-A-M-H-U-M","83+05","Lynx","DEU N"
"3fa986","a-f-A-M-H-U-M","83+06","Lynx","DEU N"
"3fa987","a-f-A-M-H-U-M","83+07","Lynx","DEU N"
"3fa989","a-f-A-M-H-U-M","83+09","Lynx","DEU N"
"3fa98a","a-f-A-M-H-U-M","83+10","Lynx","DEU N"
"3fa98b","a-f-A-M-H-U-M","83+11","Lynx","DEU N"
"3fa98c","a-f-A-M-H-U-M","83+12","Lynx","DEU N
"3fa98d","a-f-A-M-H-U-M","83+13","Lynx","DEU N"
"3fa98f","a-f-A-M-H-U-M","83+15","Lynx","DEU N"
"3FA991","a-f-A-M-H-U-M","83+17","Lynx","DEU N"
"3fa992","a-f-A-M-H-U-M","83+18","Lynx","DEU N"
"3FA993","a-f-A-M-H-U-M","83+19","Lynx","DEU N"
"3FA994","a-f-A-M-H-U-M","83+20","Lynx","DEU N"
"3FA995","a-f-A-M-H-U-M","83+21","Lynx","DEU N"
"3fa996","a-f-A-M-H-U-M","83+22","Lynx","DEU N"
"3fa997","a-f-A-M-H-U-M","83+23","Lynx","DEU N"
"3fa998","a-f-A-M-H-U-M","83+24","Lynx","DEU N"
"3FA999","a-f-A-M-H-U-M","83+25","Lynx","DEU N"
"3fa99a","a-f-A-M-H-U-M","83+26","Lynx","DEU N
"3FA9FF","a-f-A-M-H-A","74+66","EC665","DEU A"
"3faa05","a-f-A-M-H-C-H","84+05","CH-53G","DEU AF"
"3faa06","a-f-A-M-H-C-H","84+06","CH-53G","DEU AF"
"3faa0d","a-f-A-M-H-C-H","84+13","CH-53G","DEU AF"
"3faa0e","a-f-A-M-H-C-H","84+14","CH-53G","DEU AF"
"3faa0f","a-f-A-M-H-C-H","84+15","CH-53G","DEU AF"
"3faa12","a-f-A-M-H-C-H","84+18","CH-53G","DEU AF"
"3faa18","a-f-A-M-H-C-H","84+24","CH-53G","DEU AF"
"3faa19","a-f-A-M-H-C-H","84+25","CH-53G","DEU AF"
"3faa1a","a-f-A-M-H-C-H","84+26","CH-53G","DEU AF"
"3faa1c","a-f-A-M-H-C-H","84+28","CH-53G","DEU AF"
"3faa1d","a-f-A-M-H-C-H","84+29","CH-53G","DEU AF"
"3faa1e","a-f-A-M-H-C-H","84+30","CH-53G","DEU AF"
"3faa1f","a-f-A-M-H-C-H","84+31","CH-53G","DEU AF"
"3faa21","a-f-A-M-H-C-H","84+33","CH-53G","DEU AF"
"3faa22","a-f-A-M-H-C-H","84+34","CH-53G","DEU AF"
"3faa23","a-f-A-M-H-C-H","84+35","CH-53G","DEU AF"
"3faa25","a-f-A-M-H-C-H","84+37","CH-53G","DEU AF"
"3faa26","a-f-A-M-H-C-H","84+38","CH-53G","DEU AF"
"3faa27","a-f-A-M-H-C-H","84+39","CH-53G","DEU AF"
"3faa2b","a-f-A-M-H-C-H","84+43","CH-53G","DEU AF"
"3faa2c","a-f-A-M-H-C-H","84+44","CH-53G","DEU AF"
"3faa2e","a-f-A-M-H-C-H","84+46","CH-53G","DEU AF"
"3faa2f","a-f-A-M-H-C-H","84+47","CH-53G","DEU AF"
"3faa31","a-f-A-M-H-C-H","84+49","CH-53G","DEU AF"
"3faa32","a-f-A-M-H-C-H","84+50","CH-53G","DEU AF"
"3faa33","a-f-A-M-H-C-H","84+51","CH-53G","DEU AF"
